,id,m1,m2,size,x0.25,x0.2,x0.15
88,89,0.09071729957805907,179.18060825846868,"(1032, 774)",9.682122945785522,6.667261123657227,3.930920362472534
89,90,0.31063829787234043,176.2631182136265,"(1032, 774)",9.726284742355347,6.429689168930054,3.540743827819824
90,91,0.11484098939929328,181.2559301288726,"(1032, 774)",9.425572872161865,6.182034015655518,3.3791651725769043
91,92,0.07925407925407925,181.3569412320366,"(1032, 774)",7.17027473449707,4.982978820800781,2.922268867492676
92,93,0.04844290657439446,173.8727817469402,"(1032, 774)",9.763782978057861,6.596491813659668,3.906653881072998
93,94,0.643312101910828,159.08165955391658,"(1032, 774)",8.928985118865967,6.0776708126068115,3.105048179626465
94,95,0.6157534246575342,157.22666612128688,"(1032, 774)",21.795525789260864,11.182894945144653,4.740156888961792
95,96,0.660137638962414,155.6815622167148,"(1032, 774)",24.47492504119873,12.094082832336426,5.259972095489502
96,97,0.07763401109057301,176.166616697188,"(1032, 774)",9.097224950790405,6.167618989944458,3.4188919067382812
97,98,0.06516290726817042,188.4158265058857,"(1032, 774)",7.05833101272583,4.869422197341919,3.0354862213134766
98,99,0.14074074074074075,171.51307847764758,"(1032, 774)",46.91204214096069,25.159291744232178,10.822907209396362
99,100,0.6389316897791474,147.98415435493206,"(774, 1032)",26.328402996063232,15.757575035095215,8.328396081924438
100,101,0.08837209302325581,172.27885046670602,"(1032, 774)",19.592244863510132,13.319723844528198,7.4842798709869385
101,102,0.07246376811594203,178.0708147684733,"(1032, 774)",11.312891960144043,7.159562110900879,4.714207887649536
102,103,0.11165048543689321,201.1215230701039,"(1032, 774)",6.2198920249938965,4.184485197067261,2.907805919647217
103,104,0.10032362459546926,202.41793722010738,"(1032, 774)",5.902372121810913,4.121610164642334,2.9357829093933105
104,105,0.07517084282460136,198.906360782632,"(774, 1032)",6.295176267623901,4.153618812561035,2.701719045639038
105,106,0.0728744939271255,153.11211884842228,"(774, 1032)",31.254897117614746,11.9634108543396,5.1790611743927
106,107,0.23214285714285715,209.28558434758867,"(1032, 774)",6.002284049987793,3.804091691970825,2.8873279094696045
107,108,0.07604562737642585,166.18289451454075,"(1032, 774)",24.131634950637817,11.276870727539062,5.81266188621521
108,109,0.06787330316742081,183.3794409203853,"(774, 1032)",9.777467012405396,5.5654051303863525,2.896899700164795
109,110,0.07272727272727272,160.24546116915616,"(1032, 774)",19.798181772232056,9.079099893569946,3.8078691959381104
110,111,0.0703125,188.62555852532387,"(1032, 774)",6.915399074554443,6.385249853134155,3.497532844543457
111,112,0.04953560371517028,186.6616634215364,"(1032, 774)",7.13752293586731,4.723522663116455,2.845933198928833
112,113,0.1494661921708185,180.30864879838936,"(774, 1032)",6.008692979812622,4.145140886306763,2.6307621002197266
113,114,0.10683760683760683,225.6901134262737,"(1032, 774)",5.416816234588623,3.7065651416778564,2.2814042568206787
114,115,0.09422492401215805,179.59685027055826,"(1032, 774)",8.553642272949219,5.511175155639648,2.9206509590148926
115,116,0.07876712328767123,178.84221160575134,"(1032, 774)",9.659295082092285,6.164446115493774,3.310190200805664
116,117,0.06153846153846154,155.98956728715163,"(774, 1032)",45.29738092422485,19.429419994354248,5.185104131698608
117,118,0.1894273127753304,157.02526568106092,"(1032, 774)",48.506152868270874,21.206454038619995,8.735324144363403
118,119,0.18032786885245902,196.88786219433823,"(1032, 774)",7.004585027694702,4.769947290420532,2.831777811050415
119,120,0.09045226130653267,165.52347338499138,"(1032, 774)",50.91274666786194,22.134254932403564,9.606735944747925
120,121,0.21691176470588236,186.33895193128023,"(1032, 774)",8.509052991867065,5.625440835952759,3.5425450801849365
